Songsname,Pitch_Mean,Pitch_SD,Length,Time_Signature,DB_Value,Tempo,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Camelot
New Baul Song.mp3,2443.032436,1173.580075,344.2209792,4,-2.522864938,144.2307692,0.000587545,0.20226097,0.15058097,1.35E-06,2860.125215,-198.28188,-14.431173,-28.249615,1B
New Video Song.mp3,2292.593624,1153.338513,254.7489792,3,-0.183432642,108.1730769,0.000150377,0.153858926,0.14190976,5.24E-06,2617.995148,-202.6068,-2.1134207,-23.355577,10B
O Baidesi Pran Bandhu Re.mp3,2893.42772,935.5305512,387.2049792,4,2.851901054,165.4411765,6.73E-05,0.236819093,0.22126989,3.98E-06,2557.66383,-125.496544,-0.8461738,-14.024278,8B
O Boideshi Pran Bondhuare.mp3,3136.894683,975.5763949,380.6182086,4,-0.325611643,166.7086694,0.000582499,0.211832098,0.15277326,-9.88E-06,2856.770583,-145.82304,-3.4420605,-26.371668,8B
O Jiban Re.mp3,1296.78965,523.1408069,377.2209792,4,-2.913376987,156.25,0.012800816,0.259111854,0.17775775,1.44E-07,1835.030528,-214.42737,-4.749058,-4.901955,2B
O Jiwan re.mp3,2154.854692,1260.592842,310.4529792,4,-4.219323695,152.027027,0.04004503,0.240184557,0.04577971,-9.66E-08,2432.390639,-387.28424,-28.650965,-100.10288,1B
O Kanya Dhan.mp3,1885.811399,607.8467661,2214.516979,3,5.959920287,165.4411765,1.62E-05,0.19251732,0.19241874,-2.68E-06,1984.094124,-170.92944,0.001894449,-11.768808,8B
O Ki Gariyal Vai.mp3,1798.248408,1176.143042,375.8769792,4,-0.908128023,148.0263158,0.000133741,0.158346156,0.15035377,6.58E-06,1890.011115,-217.15169,-4.049624,-21.397854,7B
O Mor Bulbuli.mp3,1500.879757,423.7163502,261.6849792,3,-1.599269509,114.7959184,0.013934535,0.226842713,0.15444784,-1.08E-05,1392.535561,-217.68593,-6.273209,-18.740845,1B
O Mor Mahut Bandhu Re.mp3,1713.83481,489.6084119,357.8049792,4,-0.850696713,170.4545455,0.0014191,0.222211429,0.20610222,-3.36E-07,1771.370996,-177.24467,-2.8872824,-13.990859,12B
O Mor Mahut Bondhu Re.mp3,2119.795639,911.2048065,348.7329792,4,4.928530157,160.7142857,0.009420472,0.225183573,0.15683743,8.85E-06,2324.237505,-190.01605,-6.5776997,-19.2781,5B
O Mor Shuna Bandhure.mp3,1862.336378,605.7755145,316.4769792,3,-0.398243666,112.5,0.018843802,0.239241821,0.15557554,3.17E-07,1879.209361,-197.02446,-6.6540236,-20.88775,11B
O Mui Bujunu Bujunu.mp3,1609.647046,455.0257764,289.8849792,3,0.397181436,112.5,0.000308169,0.199328462,0.19104776,-8.56E-07,1769.992088,-202.17755,-5.8506236,-15.744373,7B
O Mur Bandhu Bujhena.mp3,2079.321982,544.6083115,292.3089792,3,2.491105944,117.1875,4.52E-05,0.23620645,0.30259344,5.46E-06,1990.465755,-131.41896,-2.027099,-3.548025,3B
Akula Kadamer Tale.mp3,2595.617695,461.5465779,308.6289792,3,1.060759723,170.4545455,0.000346279,0.226260881,0.17456666,4.09E-07,2800.460094,-141.2406,-7.583701,-14.732745,12B
O Re Jhalmali.mp3,2586.263419,1262.735839,325.8129792,4,-0.433936119,160.7142857,9.71E-06,0.216857003,0.18505105,1.88E-06,2816.329746,-173.22932,-3.0128627,-14.322945,10B
O Sham Kaliyara.mp3,1782.760559,653.7172663,207.9969792,4,-1.993225068,187.5,0.020315196,0.213525538,0.112972684,6.94E-07,1686.139842,-259.17703,-16.490074,-48.945,8B
Oki Garial Hakao Gari.mp3,2957.928382,898.7931469,277.2609792,3,3.240529597,93.75,0.000496563,0.196620348,0.15346472,-3.31E-06,2451.38424,-151.71149,-4.5443177,-25.446436,9B
Pagla holu ra.mp3,3231.766969,807.5876729,310.3089792,4,0.894140452,122.2826087,0.004011539,0.204974785,0.1691365,-4.23E-07,2853.443238,-132.1023,-2.2971232,-16.030838,11B
Paniya Moray.mp3,1752.3281,545.7352505,239.3889792,3,-1.099067628,110.2941177,0.000375344,0.210498321,0.17423858,-2.96E-06,1786.472525,-189.06392,-3.711095,-14.026278,8B
Parkoro Par.mp3,2078.883921,720.6310933,444.1569792,4,6.12487793,160.7142857,3.92E-05,0.225079748,0.32014206,-2.49E-06,2273.870615,-125.0067,-0.33689356,2.8052418,11B
PITOLER KOLOSH.mp3,2446.853051,1051.44167,267.3729792,3,4.69891727,104.1666667,0.007445009,0.208833598,0.25994483,7.14E-06,2812.894284,-126.2698,0.46276,0.7625261,5B
Pratima Barua Pandey.mp3,905.0209812,290.5793773,192.8500454,4,6.460025311,161.4990234,0.000507159,0.209169242,0.34845525,-0.000419298,865.9595328,-218.38264,-7.2789054,-4.994182,1B
AAJI AAULAILEN.mp3,1340.181577,617.7841618,200.5089792,4,1.603218615,160.7142857,0.000790463,0.252345635,0.14733545,7.14E-07,1026.045329,-257.2206,-9.292678,-26.585135,8B
Aj Kaler Chengra Gula Re.mp3,1621.469429,390.6402778,210.1329792,3,-2.808022499,114.7959184,9.51E-05,0.199888546,0.1453471,1.87E-06,1308.003072,-232.53705,-8.453254,-27.40738,6B
boitha maro  boitha maro.mp3,1131.685268,327.1109397,294.0745351,4,4.70806092,161.4990234,0.000425579,0.189086844,0.23219782,-0.000105966,1183.454881,-190.32811,-4.0853076,-4.8487434,11B
Ghur Ghur Urani.mp3,1670.289293,354.7707199,247.0802494,3,2.565346062,59.40193966,0.000146936,0.203056874,0.13100122,-0.000315568,2009.349314,-200.69089,-9.450252,-20.09598,1B
Pratima Pandey Barua.mp3,1831.990899,351.2558084,248.6737188,3,-0.374781974,178.205819,0.000140568,0.236650976,0.14183207,-3.37E-05,2031.865346,-182.86581,-6.976524,-14.848806,11B
O Moi Bujun Bujun.mp3,1596.826327,458.1978684,274.8609792,3,6.055556536,117.1875,8.59E-05,0.181854899,0.26838514,1.71E-06,1760.25645,-157.8241,-0.36376166,-2.9217403,12B
Aar Kato Din Aasibe.mp3,1555.265943,448.3808989,422.2929792,4,5.082510114,187.5,0.000156482,0.182047016,0.25088382,-3.12E-07,1702.59442,-173.46754,-0.4925742,-8.381347,12B
Pratima pandey.mp3,1990.53898,857.6283738,169.0449792,3,-2.807043195,170.4545455,0.02581962,0.21813691,0.11751419,-4.85E-07,2101.991757,-249.58328,-14.340391,-42.013313,7B
Pratima Pandey Song.mp3,1678.271409,551.1897011,202.0929792,3,-3.082135618,112.5,0.00155952,0.262627064,0.10662538,-1.05E-07,1782.729394,-233.57626,-9.465119,-27.948744,1B
Are Gailey Ki Aasiben Mor.mp3,1678.757673,682.9107936,233.3649792,4,-1.292588562,140.625,0.016233338,0.243213092,0.11372626,-3.02E-06,1678.463189,-256.94254,-13.358376,-37.616035,2B
Premer Jala _ Rahima Begam Kalita.mp3,1988.083177,757.8387114,276.1089792,3,1.272078604,110.2941177,0.000116781,0.248344615,0.2135208,-6.18E-06,2006.85176,-169.97829,-3.6923509,-12.703456,4B
Radhar Awaser Majhe Uraila Bhomra.mp3,1153.887771,503.1707951,160.3809792,3,-1.292588562,100.4464286,0.02364419,0.228010167,0.16961391,6.98E-07,862.4532316,-267.1018,-11.917797,-25.379135,6B
Rahima Begam Kalitar.mp3,1989.605011,755.9838428,276.0849792,3,1.59175396,112.5,5.25E-07,0.247437555,0.21393788,2.10E-06,2009.650953,-170.60745,-3.7016191,-12.6989565,4B
Rajbongshi Song.mp3,1582.304365,400.9162032,332.3169792,4,-2.567300498,144.2307692,0.000126326,0.218446169,0.09274018,-1.30E-07,1688.050431,-248.63416,-9.059614,-32.197166,10B
Rakhal Bandhu.mp3,2515.975799,1021.767383,2708.484979,3,-3.494772315,152.027027,0.000237411,0.211985078,0.08921262,1.30E-07,2079.752694,-255.27866,-16.86423,-56.565388,5B
Shyam Kala.mp3,1666.357063,450.8709091,466.2609792,3,2.762076259,160.7142857,0.022169316,0.246193145,0.1073501,-5.08E-07,1639.985256,-226.46759,-12.564342,-29.255774,1B
Shyam Kalia Re.mp3,1798.461327,620.07231,212.7489792,4,-0.156460293,187.5,0.014343017,0.22485779,0.13535202,2.86E-07,1891.943926,-238.74629,-12.309049,-37.0912,8B
Sitat Sindur Lagaya.mp3,1746.903587,515.1354115,243.7329792,3,0.896998495,110.2941177,0.000787813,0.214941732,0.1565735,-1.63E-05,2327.071022,-208.4706,-3.278737,-19.094458,5B
Sonar Boron Pakhi.mp3,2067.871044,480.141077,410.2449792,3,5.963436961,170.4545455,0.000138109,0.252377091,0.24995483,-1.91E-05,2148.30721,-142.32913,-7.5992575,-10.035432,1B
Sonar Boron.mp3,3135.004071,1449.806923,347.6529792,3,4.095818996,85.22727273,0.01406021,0.220100974,0.24223226,-9.53E-06,3047.757885,-117.596306,2.5760179,-1.7349261,8B
Ato Dine Palilam Moyna Lo.mp3,2155.287115,835.2151497,249.4449792,3,-1.245700419,90.72580645,0.000130779,0.153750259,0.17163908,9.00E-06,2344.375881,-172.49005,-2.7126367,-17.310003,8B
Sonar Chand Chand Re.mp3,2304.255756,586.5117426,372.0129792,4,-0.410889797,165.4411765,0.003489727,0.20819983,0.12097945,-3.12E-07,2016.958562,-213.36401,-13.548458,-40.76129,12B
Tomra Geile Ki.mp3,1271.541244,687.4146425,190.3569792,4,1.169337258,130.8139535,0.001206177,0.175482141,0.17374761,-6.57E-06,1739.51915,-225.65901,-6.025506,-16.125822,8B
Tomra Geyle ki Ashiben.mp3,1779.794883,632.4842469,225.0369792,4,-3.77943784,140.625,0.0050409,0.233569089,0.11060014,-6.68E-07,1947.594594,-247.44746,-13.213609,-36.092987,2B
Tor Bade Poran Kande.mp3,1722.727324,466.6513313,232.8609792,3,1.198519394,110.2941177,6.76E-05,0.180938774,0.10428501,1.60E-06,1822.793402,-235.81358,-12.441335,-31.520144,4B
Tumra Kaar Gharer.mp3,2383.722918,479.4685509,396.6849792,3,1.9346641,170.4545455,1.61E-05,0.261508875,0.21461804,1.91E-05,1811.305004,-149.81355,-9.006918,-18.422094,11B
Ujan Khailek.mp3,1624.933039,641.4003127,197.1729792,4,-1.292588562,133.9285714,0.01966779,0.23439975,0.11290409,7.27E-07,1665.422647,-266.00235,-15.938735,-40.325134,12B
Valo Koria Bajao.mp3,1424.879443,476.9906296,160.7169792,4,4.89464432,133.9285714,2.96E-06,0.214669236,0.27214965,4.56E-06,1775.273191,-163.93314,4.48385,4.657881,3B
Wrong Number.mp3,2732.150993,1225.149581,1164.252979,3,9.982026219,102.2727273,0.00306384,0.218093946,0.18316615,-2.36E-05,2570.845471,-185.26485,-5.465151,-30.67178,10B
Baanija Baanija Karen.mp3,1726.365932,780.7339144,173.5329792,4,-1.292588562,152.027027,0.022833155,0.240040273,0.120081864,2.15E-06,1809.645272,-264.9266,-14.395156,-42.014492,2B
Md. Bulbul Hussain.mp3,2073.872612,655.3771202,436.2609792,4,2.520328462,75,1.44E-06,0.226839566,0.1833984,-1.78E-06,1842.513769,-164.627,-6.0079026,-15.895856,8B
Ar Koto Dine Ashibe.mp3,2207.763022,1291.148964,400.1409792,4,1.217405275,80.35714286,0.000107266,0.202320551,0.18518168,3.04E-06,2493.117934,-186.9905,1.1143997,-6.0988874,9B
Goalparia New Lokogeet.mp3,2070.454356,830.4524825,368.0049792,4,-3.284419477,72.11538462,0.000189291,0.162948576,0.103416935,4.19E-07,2280.645242,-235.17284,-5.731565,-34.818638,4B
Ekbar Uttar Bangla.mp3,2624.958437,1273.80307,444.8049792,4,0.720659792,144.2307692,8.78E-06,0.208724729,0.1242343,5.29E-07,2665.258538,-210.00616,-10.274917,-32.889225,2B
O Jibon Re.mp3,2040.937379,411.1339557,358.3329792,3,-2.667942643,156.25,0.000327999,0.24629011,0.09098214,4.42E-07,1996.869708,-216.26428,-11.5977955,-32.71031,12B
New Goalparia Song.mp3,2426.578145,806.4026352,383.2209792,3,5.500561595,102.2727273,0.02006116,0.23687804,0.3456112,-3.90E-05,2467.96645,-98.92734,3.549987,2.8402789,7B
Dui Dinar Bhalo Basa.mp3,1464.705828,429.9438832,301.4149433,4,-0.592096783,184.5703125,0.000126585,0.19629082,0.12518448,1.34E-05,1407.188756,-224.35648,-6.995272,-27.321608,12B
Dheuli Mure Mai.mp3,1346.665014,357.0741409,178.4826984,3,0.294924211,191.40625,0.000218022,0.180063283,0.1300451,6.52E-05,1409.863135,-227.94093,-5.4253078,-25.012987,12B
Bangla Bhawaiya Gaan.mp3,2932.795369,1444.840226,339.0129792,4,-9.898447394,80.35714286,0.000973492,0.129273344,0.041290708,-4.90E-07,3405.7668,-301.14792,-12.364699,-60.03955,10B
O Phula Kadamer.mp3,1613.750686,875.8109019,462.1809792,3,5.925163031,82.72058824,0.048308358,0.239867909,0.27984464,-2.38E-05,2054.696179,-170.56613,1.1692197,-9.582296,6B
Babay Biya Dise Ken.mp3,1615.043268,494.4185911,330.1809792,4,3.020911813,148.0263158,0.001031803,0.224603964,0.29428002,3.55E-05,1722.765528,-163.91026,-3.605378,-4.121323,12B
GOALPARIA LOK GEET.mp3,1929.711852,573.9864092,332.1969792,4,-0.231574886,156.25,0.000113108,0.245824782,0.10600567,-8.19E-07,2029.542718,-215.79526,-14.648275,-31.613358,1B
Mon more khande ra.mp3,2804.338645,1031.555606,334.6929792,4,1.286176741,148.0263158,8.21E-05,0.239709947,0.15209001,8.44E-06,3139.164943,-166.10335,0.25688675,-16.439232,2B
Sona Bondhu.mp3,1976.185683,510.2029431,519.4929792,4,5.010315776,152.027027,9.34E-05,0.184693021,0.18548638,-1.63E-06,1972.16096,-188.86327,-11.576843,-27.833767,9B
Best of Pratima Pandey.mp3,2034.733802,726.944313,367.5249792,4,9.279370308,175.78125,0.000109478,0.196905001,0.21083298,-3.16E-06,2150.349566,-159.11118,-4.059549,-8.7926035,5B
Baby Bhuyan.mp3,2153.564015,894.7274114,175.2609792,4,-1.228711158,133.9285714,0.000683454,0.185691081,0.16535494,7.31E-07,2602.921666,-199.74207,-12.152699,-26.658587,11B
Bandhur Baarite.mp3,2451.385758,1086.874158,207.4449792,4,-2.410802245,152.027027,0.01621215,0.234734821,0.1398791,2.79E-06,2532.877253,-205.28804,-8.759137,-29.306385,1B
Bandhur Karane.mp3,1772.303536,594.9973731,293.2209792,3,1.484220773,187.5,0.004003082,0.216041016,0.21114261,2.61E-06,1880.549788,-179.7319,-2.5878012,-9.16404,2B
Baniz baniz kore.mp3,1109.01256,442.9139415,162.1809792,3,1.024176925,95.33898305,0.000796043,0.261168846,0.24951798,-1.17E-06,1472.809936,-229.31052,-5.280273,-6.4669933,2B
Baro Mase Tero Phool Phoole.mp3,2984.672221,991.763284,279.2049792,3,0.168134738,114.7959184,0.00060844,0.249506568,0.15883073,-6.03E-06,2639.695167,-147.0027,-0.82926285,-19.505703,8B
Bashi Bajai Kanai.mp3,2320.81885,650.2069012,171.9489792,3,0.102151819,102.2727273,0.000596052,0.240703384,0.18568175,1.70E-05,2299.108107,-148.85336,-2.4655058,-10.883108,6B
Bathane Na Jan.mp3,4587.514265,480.8569819,298.6689792,3,-7.354013324,175.78125,1.01E-05,0.265034624,0.025898222,9.94E-07,2253.570477,-362.0972,-30.251747,-141.82458,11B
Bela Duble Hoibe Andhakar.mp3,1466.305736,489.7472737,383.5089792,4,-0.930454656,76.01351351,8.39E-05,0.176626934,0.1686434,-1.87E-06,1476.861931,-214.94284,-5.5805774,-14.87799,7B
Gangadhorer Paare Paare.mp3,1921.258809,609.1472575,261.8529792,3,3.289154768,108.1730769,0.015746279,0.228640561,0.23896088,1.28E-05,2064.172765,-147.23131,1.5772127,-3.068005,3B
O Ki O Bandhu Kajal.mp3,1920.275622,1018.783245,289.6929792,4,2.391877621,170.4545455,0.014468324,0.225682468,0.23647499,3.41E-07,2269.510071,-170.95651,-2.9530187,-4.0995536,2B
Kalasite Nayi Pani Re.mp3,1454.369748,384.7102519,262.3809792,3,0.470699146,175.78125,1.13E-06,0.268614586,0.11609839,-5.96E-07,1575.018025,-246.34721,-13.3073435,-30.661463,11B
Bhaal Koria.mp3,1741.987612,726.5363522,211.8129792,3,1.180374175,114.7959184,0.001689575,0.221662748,0.31126866,-1.52E-07,2491.99,-146.33633,3.4991126,4.3884277,8B
Bhabo Nadi Mok Kay Koribe Par.mp3,2017.026379,681.3308031,492.5889792,4,3.581505418,148.0263158,0.000107536,0.204308673,0.19233836,-1.97E-07,1988.759942,-177.96114,-6.213321,-20.588057,8B
Bhaje Mon Aapana Aapani.mp3,2427.681587,665.7183846,323.5569792,3,-0.785371512,165.4411765,0.003776908,0.22388446,0.13688281,9.84E-07,2057.719633,-201.48256,-12.978996,-40.065475,4B
Bhanglen Piriti Moro Dukher Dine.mp3,2569.729813,1180.881218,321.2289792,4,1.199438423,160.7142857,0.00073534,0.192919069,0.14899968,5.55E-06,2801.437865,-189.32912,-6.6591763,-19.731554,8B
Bhawaiya Goalporiya.mp3,2189.012066,970.2276482,345.6849792,4,3.763630986,122.2826087,0.027989188,0.221708215,0.16847162,1.07E-06,2410.91722,-178.57576,-5.43806,-18.821674,5B
BONDHUR BAARITE.mp3,1953.31778,715.0803551,199.0410658,4,-2.725384831,151.9990809,0.001276394,0.221146663,0.09862172,2.49E-08,2169.309199,-246.19255,-14.286033,-41.870106,1B
Bhupen Hazarika Pratima Pandey BARO MAASE.mp3,1747.718487,944.7496553,202.7169792,3,-0.455867276,110.2941177,0.001478299,0.266101405,0.11126831,-7.55E-07,1663.581337,-230.28,-7.250854,-27.14512,5B
Boitha Maro Boitha maro.mp3,1125.315147,348.8424162,295.0410658,4,5.279905796,161.4990234,0.003401166,0.189124928,0.230709,-0.000104228,1176.516311,-194.19856,-4.297931,-5.9172215,11B
Bondhur Barite Tal Gache Dhule.mp3,1976.229294,818.1798849,381.2529792,4,1.31095767,148.0263158,5.24E-05,0.187688764,0.14711586,1.48E-06,2177.920153,-202.627,-4.0412755,-21.15396,3B
Borair barir.mp3,1729.168407,563.3224995,285.2973923,3,0.910311416,112.3471467,0.000316815,0.208294572,0.18968119,0.003038548,1917.382967,-185.1899,-5.8971467,-15.737223,8B
Chandrahar.mp3,2564.890955,938.1171541,296.1729792,3,2.497260571,82.72058824,0.000473688,0.211237142,0.26893058,1.73E-05,3015.716692,-134.98746,2.1065938,-6.065069,5B
Chengra Bandhu.mp3,2019.385668,580.6309584,423.9969792,3,-0.335586816,98.68421053,0.000436505,0.220897764,0.21004005,2.66E-06,1951.604083,-165.52252,-9.094925,-16.070942,11B
Chengra Bandhu Rashiya.mp3,2051.350405,1190.921432,210.6849792,4,0.288571361,125,0.000335503,0.154308347,0.2289448,-2.18E-05,2379.459041,-168.09796,4.0027404,-5.7523003,3B
Chengra Bondhu Rosia.mp3,3719.257136,1388.571899,466.5249792,3,-3.25022012,100.4464286,0.007105174,0.254951508,0.11337829,-3.12E-06,3588.333943,-178.22076,-10.676804,-27.646208,3B
Chhariya Na Jais Re.mp3,2503.587711,810.622887,267.0129792,4,-0.197809618,160.7142857,0.00794896,0.212572157,0.13039209,-1.78E-07,2174.900449,-203.28694,-11.126295,-39.60439,12B
Chhotu Elachi.mp3,2601.897502,434.2173035,365.7009792,3,0.98182328,175.78125,0.00010633,0.225619106,0.2300073,1.28E-05,2183.035304,-119.69381,-6.870767,-13.929469,11B
Dholo Molo Kolar Gaas.mp3,2174.611683,960.9455455,345.7569792,4,1.638745815,119.6808511,0.029079575,0.223124982,0.16812135,-2.11E-07,2392.792897,-178.53677,-5.4511743,-18.838905,5B
Dine Dine Khasiya Paribe.mp3,1969.848291,836.8208594,167.7729792,3,-1.292588562,170.4545455,0.023407182,0.229214222,0.113817304,-5.80E-06,1987.868257,-255.93039,-13.86435,-41.888847,7B
Dine Dine song Cover.mp3,2273.740926,2013.778457,186.9729792,3,1.449720562,110.2941177,0.000198865,0.16423712,0.21112351,-3.13E-07,2835.659555,-204.3224,2.221776,-13.346953,5B
Dudho Mitha Doiyo Mitha.mp3,2322.579602,1034.841489,271.9089792,3,-2.288505435,160.7142857,1.99E-05,0.273543196,0.16616978,-1.25E-05,2603.048373,-198.33679,-11.582191,-27.173044,7B
Ek Bar Hori Bolo Mon Rosona.mp3,1639.206488,609.4628519,221.3169792,4,2.233877629,160.7142857,0.000392337,0.200060058,0.10112001,3.29E-05,1890.671863,-236.07892,-10.402012,-30.689812,8B
GAJAMUKTA.mp3,1599.378359,566.6442571,310.3226984,3,-7.461181879,166.7086694,7.87E-05,0.221978606,0.065619156,3.90E-08,1085.319495,-319.4034,-13.486147,-54.15991,7B
Ganesh Hatir Mahut Re.mp3,2103.634317,791.1559989,137.9169792,4,-2.638683617,152.027027,0.000719602,0.191213662,0.15501079,-7.12E-06,2350.091647,-195.81563,-10.224393,-24.832485,7B
Gangadharer.mp3,1453.151622,477.8147591,289.3724943,3,3.642914593,112.3471467,0.000308963,0.202665473,0.25900432,0.002223787,1744.484282,-174.15262,-2.900947,-4.711982,12B
Geile Ki Achiben.mp3,1816.384141,1129.274718,203.0049792,4,-1.175939813,152.027027,0.005557582,0.274328756,0.1449777,-1.10E-06,1615.530497,-214.81516,-8.978122,-25.795597,8B
Ghur Ghur Ghurani Koytor.mp3,1987.955958,609.805026,113.5809792,4,-3.50916028,165.4411765,0.000377837,0.208479223,0.15733665,-9.37E-06,2434.912927,-198.37268,-9.897447,-23.98121,3B
Ghuriya Ashibe Kundin.mp3,1629.646145,858.0409138,314.5809792,4,-3.072421253,160.7142857,0.000462446,0.134563393,0.038580135,7.81E-08,1841.626596,-359.34125,-22.588282,-68.04637,9B
Goalini Goalini.mp3,2091.600363,510.4239334,322.6929792,3,2.656969428,95.33898305,0.00132598,0.205152141,0.22855516,8.09E-07,2012.847363,-127.83357,-1.4947021,-1.2855171,5B
Goalparia Gaan.mp3,3358.525087,1240.852628,320.2689792,4,1.003820673,160.7142857,0.000851207,0.208638889,0.13370968,-0.000159759,3387.966545,-177.59506,-7.9363937,-28.844051,2B
Goalparia Song.mp3,2812.320962,1152.116724,335.4524943,3,1.677641571,95.703125,9.65E-05,0.193959792,0.14248544,-0.000112688,2502.248665,-164.81606,-18.77983,-33.356396,9B
Goalparia Song Kamrenga.mp3,2880.909215,1138.879778,235.6929792,4,1.209340915,122.2826087,0.002193881,0.174604273,0.29213855,-1.67E-05,3740.074531,-108.62384,8.573284,10.394581,5B
Goalpariya lokogeet.mp3,1128.77282,332.2521324,172.9089792,4,-3.630095124,160.7142857,0.00056269,0.207096416,0.09151934,3.03E-07,951.5771047,-328.8172,-18.153662,-47.739468,5B
Goalporiya Lok Geet Aare Geile.mp3,2131.514962,511.4287157,198.2529792,4,-0.356256664,152.027027,0.004147316,0.259346998,0.15298802,-2.76E-06,1773.38136,-188.75749,-12.013563,-29.648758,8B
Goaparia Lokgeet.mp3,2600.235823,601.9623843,251.2449792,3,4.025655389,181.4516129,0.001826586,0.226813338,0.2762563,8.81E-07,2168.12884,-114.425766,-4.224115,-10.142967,2B
Godadharer Pare.mp3,2508.812036,419.3312134,310.7649792,3,1.094846129,100.4464286,0.000228584,0.227883369,0.1921175,1.28E-06,2717.171825,-130.87563,-6.8662777,-10.532458,12B
Golapir __ Hastir Kanya.mp3,2383.313851,329.3289015,249.4209792,3,1.024048105,114.7959184,0.000156658,0.219058444,0.17615515,1.75E-05,1903.695828,-149.6352,-9.408165,-21.903719,1B
Golden Memories.mp3,1653.119222,391.8386095,2569.596979,3,5.340796709,181.4516129,1.29E-05,0.243284645,0.19717073,-9.02E-07,1682.611694,-171.43999,-5.938741,-8.658807,11B
Gowalini Nitya.mp3,2650.802416,1004.974886,397.4410658,3,1.854928285,117.4538352,0.005460812,0.195773377,0.14610326,-0.000182192,2587.434493,-161.80342,-5.1464334,-24.554197,1B
Hastir Kanya.mp3,1727.101622,650.2995353,343.1889792,3,-2.660342753,165.4411765,0.002873543,0.248519676,0.09423829,1.09E-07,1822.732037,-238.91946,-12.03666,-31.229212,11B
Bhar Dupar Bela.mp3,1598.667838,393.2118093,399.6614739,3,0.385849178,172.265625,0.000110229,0.237929736,0.12126463,-0.015094629,1838.009116,-202.8845,-8.645446,-22.039755,4B
Hosti Noran Hosti Choran.mp3,2759.873964,1100.627038,272.4129792,4,1.008987501,152.027027,0.009357705,0.214232779,0.11586851,2.13E-06,2773.658565,-219.4282,-8.683755,-39.089893,10B
Moi Biya Karang Nai.mp3,1732.711503,649.9409218,247.3569792,3,4.401842952,110.2941177,0.003179063,0.227130471,0.20624903,4.17E-05,1850.152842,-186.65315,-4.5630264,-13.312813,5B
Moina Re Baani.mp3,2454.155974,483.892807,384.1089792,3,1.597678661,181.4516129,1.46E-05,0.25755283,0.18775846,1.19E-05,1879.604714,-159.89548,-9.463422,-22.10351,4B
Moisal Bandhu.mp3,2311.288992,783.2943038,2560.524979,3,1.399559379,112.5,2.26E-05,0.222979409,0.1536927,5.23E-07,2283.266473,-184.09004,-5.568695,-26.48344,3B
Monero Hause Pindilung Patani.mp3,1907.536202,538.8817855,537.1809792,4,0.497107767,152.027027,3.61E-05,0.195628444,0.20164074,2.96E-06,1872.281426,-169.78856,-7.0480294,-13.06981,11B
Mor Dile Mane Na.mp3,2054.659833,593.9200432,323.4609792,3,-3.024848104,112.5,6.53E-07,0.215128137,0.14998305,-4.10E-06,2044.629428,-201.1258,-3.1334145,-24.547436,10B
Mori He Mori He Mori He Shyam.mp3,1574.407152,690.1408544,243.0849792,4,-1.292588562,187.5,0.016386855,0.237241617,0.11311216,5.74E-08,1615.714209,-268.25055,-15.679304,-41.330723,12B
Mori he mori he.mp3,1807.810677,582.1904933,298.1649792,4,5.580974817,152.027027,0.000532633,0.267189607,0.4257471,-1.69E-07,2175.769838,-106.51257,-3.7440226,9.676658,2B
